title,new title,papago title,google title,pororo title
"""[단독] 이신영 학폭 주장 네티즌, 입장 번복+사과 """"기억 왜곡됐다..미안하고 후회돼""""""",이신영 학폭 주장 네티즌 입장 번복 사과 기억 왜곡됐다 미안하고 후회돼,학교폭력반 주장 이신영이 네티즌들의 입장을 바꿨다. 내 기억이 왜곡된 것에 대해 미안하고 후회해요.,,
한지혜♥이상우 꽉 닫힌 해피엔딩..'황금정원'이 남긴 네가지,한지혜 이상우 꽉 닫힌 해피엔딩 황금정원 이 남긴 네가지,"한 지혜, 이 대통령은 상우.축하해 종료하고, 황금빛 정원입니다.4을 떠났다.",,
"""""""명반병 있었다""""..'일로 만난 사이' 쌈디, 유재석에게 고백한 번아웃증후군 [어저께TV]""",명반병 있었다 일로 만난 사이 쌈디 유재석에게 고백한 번아웃증후군,일 때문에 만난 사이먼 D의 유재석에게 고백한 번아웃 증후군.,,
"""[어저께TV] """"덴돈집 대박·다코야키집 개과천선""""..역시 '백종원의 골목식당'""",덴돈집 대박 다코야키집 개과천선 역시 백종원의 골목식당,Dendonjip 짱이다. 다코야끼집 개과천선 역시 백종원의 골목식당입니다.,,
"""[종합] '착한마녀전' 류수영, 언니vs동생 이다해 사이 '혼란'""",착한마녀전 류수영 언니vs동생 이다해 사이 혼란,착한 마녀 유수영 대. 이다해. 둘 사이의 혼란.,,
"""허지웅, 악성림프종 혈액암 투병 고백→방송 활동 올스톱 """"치료 전념""""[종합]""",허지웅 악성림프종 혈액암 투병 고백 방송 활동 올스톱 치료 전념,악성 림프종 혈액암에 대한 허지웅의 고백. 모든 걸 멈추고 치료하는데 전념하고 있어요,,
마동석 마블 입성…세계 휩쓰는 韓배우 위상[종합],마동석 마블 입성 세계 휩쓰는 한배우 위상,마 총통 Dongseok.배우 상상하는 마블의 세계를 청소한다.,,
"""[TV핫스팟] ‘쌉니다 천리마마트’ 이동휘, 웹툰 속 ‘그랜절’ 완벽 구현""",쌉니다 천리마마트 이동휘 웹툰 속 그랜절 완벽 구현,"싸구려. 이동휘의 웹툰 ""그랜드절""은 완벽하다.",,
"""[단독] 타히티 아리 """"6주년, 그리고 해체...불화 때문 아니에요"""" (인터뷰)""",타히티 아리 6주년 그리고 해체 불화 때문 아니에요,타히티아리의 6주년 기념식과 해산의 불협화음 때문은 아니다.,,
"""‘아육대’ 측 “츄 머리카락 잡은 무례 범해, 사과문=사칭” 공식 사과(전문)""",아육대 측 츄 머리카락 잡은 무례 범해 사과문 사칭 공식 사과,"아이돌스타 육상선수권대회, 추승우의 머리채를 잡은 것에 대한 공식 사과.",,
"""[종합]""""건강 우려 vs 개인 패션"""" 현아 '파격 쇄골 피어싱' 설왕설래""",건강 우려 vs 개인 패션 현아 파격 쇄골 피어싱 설왕설래,건강 걱정 개인적인 패션 vs.현아의 충격적인 쇄골 피어싱,,
"""분노한 빅뱅 팬들, 승리 퇴출 요구…""""팀 이미지 실추"""" [엑's 이슈]""",분노한 빅뱅 팬들 승리 퇴출 요구 팀 이미지 실추,,,
"""""""독보적인 소화력"""" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",독보적인 소화력 한예슬 핑크빛 염색 후 여신 미모 발산,스타일이 돋보이는 한예슬은 핑크빛 머리를 염색한 후 여신 같은 미모를 뽐낸다.,,
프듀 순위조작 갈수록 대범…탈락자 바꾸기→득표수 전반조작,프듀 순위조작 갈수록 대범 탈락자 바꾸기 득표수 전반조작,생산 팀의 순위 조작이다.표수 바꾸는 거다.,,
"""박한별, 남편 논란 사과 """"정말 죄송…드라마는 끝까지 최선""""[전문]""",박한별 남편 논란 사과 정말 죄송 드라마는 끝까지 최선,박한별 남편에 대한 논란에 대해 사과드립니다. 저는 끝까지 최선을 다하겠습니다.,,
"""'살림남2' 김승현, """"행복하게 잘 살길"""" 눈물과 감동의 결혼식 [종합]""",살림남2 김승현 행복하게 잘 살길 눈물과 감동의 결혼식,"KIM승일 HYUN, 나는 당신은 행복한 삶을 살기를 바랍니다.그리고 감동적인Tearful 눈물이다.",,
"""[단독] 안연홍, 지난해 6월 이혼… 양육권 지켰다""",안연홍 지난해 6월 이혼 양육권 지켰다.,안정환 Yeon-hong은 작년 6월에 이혼 양육권을 지켰다.,,
"""[엑's 리뷰] """"♥장현승""""...신수지, 사랑 앞에 당당한 쿨한 언니""",장현승 신수지 사랑 앞에 당당한 쿨한 언니,장동건은 현승.신 수지의 사랑 앞에서 당찬 시원한 여동생이다.,,
"""“사랑한 죄 밖에 없어”…‘데이트 폭력’ 하나경, 30분 만에 입장 번복 [종합]""",사랑한 죄 밖에 없어 데이트 폭력 하나경 30분 만에 입장 번복,"나경, 누군가를 사랑한 유일한 범죄. 데이트 폭력. 30분 안에 진입한다",,
"""[팝업★]""""사랑하면 닮나 봐"""" 강남♥이상화, 달달 포옹→10월 예비부부 비주얼(종합)""",사랑하면 닮나 봐 강남 이상화 달달 포옹 10월 예비부부 비주얼,,,
"""[종합] 故 김재근, 4월 교통사고로 사망 '아내 따라 하늘로'""",고 김재근 4월 교통사고로 사망 아내 따라 하늘로,4월에 교통사고로 죽은 아내를 따라서,,
"""[DA:리뷰] “넌 내 모든 것”…‘김비서’ 박서준♥박민영, 고통 뛰어넘은 사랑(종합)""",넌 내 모든 것 김비서 박서준 박민영 고통 뛰어넘은 사랑,"당신의 나의 전부입니다.비서 Seojoon, 공원 Minyoung.고통을 넘어 사랑하라.",,
"""""""의연하자"""" 이상민 사기 혐의 피소에 동료 연예인들이 보인 반응""",의연하자 이상민 사기 혐의 피소에 동료 연예인들이 보인 반응,걱정하지 말자. 이상민의 사기 의혹에 동료 연예인들이 화답했다.,,
[엑's 이슈] '열애' 주진모의 그녀는 민혜연 전문의? '관심폭증',열애 주진모의 그녀는 민혜연 전문의 관심폭증,민 Hye-yeon에 주진모의 관심 폭발하는데 데이트하는 것.,,
"""'캠핑클럽' '소주파' 이효리-'쫀디기파' 성유리, 각자의 취향""",캠핑클럽 소주파 이효리 쫀디기파 성유리 각자의 취향,"캠핑 클럽 소주 이효리, Jjondigi 그룹, 성유리.모든 사람들의 기본 설정에서 지정한다.",,
"""“자유”vs“과해” 설리, 노브라 이어 노출 논란까지…갑론을박ing""",자유 vs 과해 설리 노브라 이어 노출 논란까지 갑론을박중,그들은 심지어 설리 Novrire에 노출되는 것에 대한 논란 논쟁하고 있다.,,
"""[POP이슈]""""공황장애 앓아"""" 이선정, LJ 이혼→황지만 결별까지 심경 고백""",공황장애 앓아 이선정 LJ 이혼 황지만 결별까지 심경 고백,,,
"""[단독] 딘딘, 5세 연하 에이프릴 윤채경과 열애""",딘딘 5세 연하 에이프릴 윤채경과 열애,에이프릴보다 5살 어린 딘딘과 윤채경.,,
“여러분 반전이죠” 하나경이 울며 공개한 강은비 카톡(영상),여러분 반전이죠 하나경이 울며 공개한 강은비 카톡,누구에게나 반전이네.강 씨 Eunbi의 카카오 톡은 한경에 대해 울었다.,,
"""손연재, 리듬체조 학원 선생님 """"하고 싶은 일 해서 행복하다""""""",손연재 리듬체조 학원 선생님 하고 싶은 일 해서 행복하다.,리듬체조 학원 선생님인 손연재 선생님으로서 하고 싶은 일을 할 수 있어 기쁘다.,,
"""홍진영 """"다이어트 성공한 언니 홍선영, 이젠 내 옷 입고 다녀""""('해피투게더')""",홍진영 다이어트 성공한 언니 홍선영 이젠 내 옷 입고 다녀,"다이어트에 성공한 홍진영 씨. Hong Sun Young, 이제 내 옷을 입어요.",,
"""""""내가 다 잘못""""..'사풀인풀' 오민석, 이혼해도 욕먹는 조윤희에 눈물사과 [종합]""",내가 다 잘못 사풀인풀 오민석 이혼해도 욕먹는 조윤희에 눈물사과,"오 민석아, 내가 실수했어. 윤희가 이혼해도 비난을 받은 것에 대해 사과드립니다.",,
[종합] '불타는 청춘' 대선배 이경진 등장에 '바짝 긴장',불타는 청춘 대선배 이경진 등장에 바짝 긴장,"나는 그렇게 이 대통령은 경진, 훌륭한 의상의 등장에 대해 긴장되네요.",,
"""[SC초점] 하연수씨, 그림 그리시는 거 미처 몰라서 죄송합니다(ft.500번)(종합)""",하연수씨 그림 그리시는 거 미처 몰라서 죄송합니다.,"하연수야, 네가 그림 그리는 줄 몰랐어.",,
"""[종합]""""BTS→트와이스""""…日, 다현 '위안부 셔츠'에 """"반일활동가"""" 비난""",BTS 트와이스 일 다현 위안부 셔츠 에 반일활동가 비난,방탄소년단 트와이스 다현이 항일 운동가들을 위한 일본군 위안부 셔츠를 비판했다.,,
"""[종합S] 유상무 """"♥김연지, 나만 보는 사람…내가 잘할게""""""",유상무 김연지 나만 보는 사람 내가 잘할게,"Yoo Sangmu, Kim Yeonji. 나만 바라보는 사람들에게 잘해줄게.",,
[단독]조국 여배우 지목 A씨 최측근 인터뷰 “이혼이라니 불쾌하다”,조국 여배우 지목 A씨 최측근 인터뷰 이혼이라니 불쾌하다.,배우 A씨의 가까운 지인과의 인터뷰에서 이혼이라는 사실이 불쾌하다.,,
송해·이회창·김창숙·유승민···배우 신성일 조문행렬(종합),송해 이회창 김창숙 유승민 배우 신성일 조문행렬,송해 이회창 김창숙 유승민 배우 신성일의 조문 행렬.,,
"""[종합]'성접대 의혹' 승리, 16시간 밤샘조사 끝 귀가 """"입영 연기신청 할 것""""""",성접대 의혹 승리 16시간 밤샘조사 끝 귀가 입영 연기신청 할 것,"16시간의 밤샘 조사 후, 그의 군 복귀 연기를 신청합니다.",,
"""[종합] '예쁜 누나' 정해인, 두 번의 감사인사..""""말로 표현이 안돼""""""",예쁜 누나 정해인 두 번의 감사인사 말로 표현이 안돼,"예쁜 내 여동생, 정해인 감사를 표현할 수 없습니다.",,
‘나 혼자 산다’ 때 아닌 물곰탕 논란…바가지 아닌 ‘오해’,나 혼자 산다 때 아닌 물곰탕 논란 바가지 아닌 오해,혼자 사는 것도 아니고. 그것은 오해다.,,
"""""""현아♥이던, 2년째 교제""""..최근 열애를 인정한 커플 6쌍[Oh!쎈 탐구]""",현아 이던 2년째 교제 최근 열애를 인정한 커플 6쌍,현아 역으로 2년 동안 교제한 6쌍.,,
"""산이, 콘서트 막말 논란→브랜뉴뮤직 """"책임 통감"""" 공식사과(종합)[Oh!쎈 이슈]""",산이 콘서트 막말 논란 브랜뉴뮤직 책임 통감 공식사과,San이가 콘서트 때 막말. 브랜뉴뮤직의 공식 사과.,,
"""‘학교2’ 출신 김민주, 지난해 재혼으로 행복 시작 [종합]""",학교2 출신 김민주 지난해 재혼으로 행복 시작,,,
"""[이슈IS] 양준혁 性스캔들 의혹 """"숨겨진 본성"""" 폭로글 일파만파""",양준혁 성스캔들 의혹 숨겨진 본성 폭로글 일파만파,YangJunhyuk의 성 추문 사건에 대한 의심 그의 가면이 벗겨졌다,,
"""[종합] ‘전참시’ 후폭풍, 이영자 녹화 불참→최승호 사장 또 사과 (전문)""",전참시 후폭풍 이영자 녹화 불참 최승호 사장 또 사과,"최 Seungho, 이 쇼의 대통령, 다시 사과했다.",,
"""[단독] 서태지♥이은성 부부, ‘무한도전’ 평창동 주택 내놨다 “최근 이사”""",서태지 이은성 부부 무한도전 평창동 주택 내놨다 최근 이사,서태지와 이은성이 최근 무한도전 평창동에 집을 내놨다.,,
"""송종국, 딸 지아와 운동 삼매경 '붕어빵 부녀'""",송종국 딸 지아와 운동 삼매경 붕어빵 부녀,송종국의 딸 지아와 운동하느라 바쁜 붕어빵 부녀.,,
"""박나래 """"난 전현무가 헤어질 줄 알았다"""" 고백 ('어서 말을 해')""",박나래 난 전현무가 헤어질 줄 알았다 고백,공원 나래.나는 전 씨가 현무 1미사일 헤어질 거라고 생각했다.고백.,,
"""임수향, ‘한끼줍쇼’ 출연 소감… “소중한 추억 만들었습니다”""",임수향 한끼줍쇼 출연 소감 소중한 추억 만들었습니다.,임수향 렛츠 디너쇼에 출연하게 된 소감에 대해 소중한 추억을 만들었다.,,
[종합] 김민아 코로나19 의심 증상→검사→뉴스 결방·제작진 자가격리,김민아 코로나19 의심 증상 검사 뉴스 결방 제작진 자가격리,"김민아, COVID-19 의심증상 검사 뉴스 취소. 제작진, 자가 격리.",,
"""'보복운전 혐의' 최민수, 재판 넘겨졌다..'동상이몽' 2월4일 결방 고지(종합) [Oh!쎈 이슈]""",보복운전 혐의 최민수 재판 넘겨졌다 동상이몽 2월4일 결방 고지,최민수가 보복운전 혐의로 재판에 넘겨졌다. 동상이몽은 2월 4일 취소를 발표했다.,,
"""""""유명 탤런트 A씨가 성추행""""…30여년 전 피해자 나왔다""",유명 탤런트 A씨가 성추행 30여년 전 피해자 나왔다.,성희롱 이상 30년 전의 유명한 배우 A피해자였다.,,
"""'전참시' 크러쉬, '부산의 아들' 강제 등극(ft.매니저父) [종합]""",전참시 크러쉬 부산의 아들 강제 등극,"부산의""Omniscient Interfere의 점""동안 Crush이 된 아들이다.",,
"""[POP이슈]""""시사회 대신 여행""""…홍상수·김민희, '강변호텔' 남기고 일본行""",시사회 대신 여행 홍상수 김민희 강변호텔 남기고 일본행,시사회 대신 홍상수 김민희가 강변호텔을 떠나 일본으로 향했다.,,
"""양민석 YG 사내이사 재선임…YG 직원들, 주총장 내 취재 원천봉쇄""",양민석 YG 사내이사 재선임 YG 직원들 주총장 내 취재 원천봉쇄,주총에서 양민석 YG 재선임 상무가 취재진을 차단할 예정이다.,,
"""[종합] """"수술 후 軍부대 복귀""""…지드래곤, '공익 전환설' 일축""",수술 후 군부대 복귀 지드래곤 공익 전환설 일축,지드래곤이 수술 후 군대로 복귀한 것에 대해 공익 전환설을 일축했다.,,
'프로듀스X101' 최종 데뷔 그룹명은 'X1(엑스원)'…1등이 데뷔곡 센터,프로듀스X101 최종 데뷔 그룹명은 X1 1등이 데뷔곡 센터,프로듀스 X101의 최종 데뷔 그룹명은 X1의 데뷔곡 센터이다.,,
"""'복면가왕', 라이언 레이놀즈 떴다…예원·한해 탈락(종합)""",복면가왕 라이언 레이놀즈 떴다 예원 한해 탈락,왕 마스크 가수 라이언 레이놀즈의 휴무이다.예원은 아웃이다.,,
"""""""마음 고생""""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",마음 고생 나영석 정유미 황당 불륜 지라시 방송작가 검거 벌금형 선고,"나지완 Youngseok, 정 씨 유미, 어리석게도 사건의 방송인이었으며, 벌금을 체포했다.",,
"""현빈 """"'손예진과 이별=명장면..'사랑불' 시청자들에게 선물 됐길"""" (인터뷰)""",현빈 손예진과 이별 명장면 사랑불 시청자들에게 선물 됐길,"이별의 Hyunbin, 아들아 예진을 가진 최고의 장면 시청자들에게 제시되었기를 바랍니다.",,
"""연정훈♥한가인, 귀요미 둘째 발 사진..앙증맞고 깜찍해""",연정훈 한가인 귀요미 둘째 발 사진 앙증맞고 깜찍해,채연 정 훈은 귀여워.두번째 발의 사진 깜찍하고 귀엽다.,,
